"","GHGRP ID","Landfill ID","Landfill Name","State","Landfill Alias","Physical Address","City","County","Zip Code","Latitude","Longitude","Composting?","Ownership Type","Landfill Owner Organization(s)","Landfill Operator Organization","Year Landfill Opened","Landfill Closure Year","Current Landfill Status","Design Landfill Area (acres)","Current Landfill Area (acres)","Design Landfill Depth (feet)","Current Landfill Depth (feet)","Landfill Design Capacity (tons)","Waste in Place (tons)","Waste in Place Year","Annual Waste Acceptance Rate (tons per year)","Annual Waste Acceptance Year","Does LF Recirculate Leachate?","Leachate Recirc Frequency (Past 10 Yrs)","Permitted as RD&D LF?","LFG Generated (mmscfd)","LFG Collection System In Place?","LFG Collected (mmscfd)","LFG Collected Year","Percent Methane","Flares in Place?","Number of Flares","LFG Flared (mmscfd)","LFG Flared Year","Gas Collection System Comments"
"1590",NA,1764,"Plattsmouth LF","NE",NA,"Horning Road","Plattsmouth","Cass","68048",40.976817,-95.87283,"No","Unknown","Plattsmouth LF","Plattsmouth LF",1968,1994,"Closed",NA,NA,NA,NA,NA,777276,NA,10198,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1591",1001935,1757,"Sarpy County SLF","NE",NA,"14414S. 156th Street","Springfield","Sarpy","68059",41.0993,-96.1628,"No","Public","Sarpy County, NE","Sarpy County, NE",1990,2016,"Closed",160,76.7,NA,NA,3914719,3914719,2016,157061,2016,"No","Not used","No",1.308,"Yes",1.171,2021,56.5,"Yes",1,0.151,2021,"2010-25 wells, system capacity=1200 acfm.; 5/11-GCCS installed 12/9/10.; 10/14-Plan to install 10 more wells when site closes in 2016."
"1592",NA,1765,"Scottsbluff Disposal LF","NE",NA,"260275 County Road M","Scottsbluff","Scotts Bluff","69361",41.84531,-103.57253,"No","Public","City of Scottsbluff","Scottsbluff Disposal LF",1968,1993,"Closed",NA,NA,NA,NA,NA,529074,NA,20349,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1593",NA,21152,"Sidney Landfill","NE",NA,"2232 Road 115","Sidney","Cheyenne","69162",41.158295,-102.958737,"No","Public","City of Sidney, NE",NA,NA,2091,"Open",NA,NA,NA,NA,NA,NA,NA,7999,2012,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1594",NA,21150,"Solid Waste Agency of Northwest Nebraska Landfill","NE","SWANN MSW Landfill","10 miles N of town on Hwy 385","Chadron","Dawes","69337",42.979625,-103.119107,"No","Public","Solid Waste Agency of Northwest Nebraska (SWANN)",NA,NA,2097,"Open",NA,NA,NA,NA,NA,NA,NA,13346,2012,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1595",NA,21153,"Valentine Area Solid Waste Agency MSW Landfill","NE",NA,"39856 Hwy 20","Valentine","Cherry","69201",42.826701,-100.501,"No","Public","Valentine Area Solid Waste Agency, NE",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,3638,2012,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1596",NA,1758,"York County LF","NE","YASWA Landfill","1214 Road 15","York","York","68467",40.905,-97.604,"No","Public","City of York, NE; York Area Solid Waste Agency, NE","City of York, NE",1977,2042,"Open",80,NA,NA,NA,NA,254240,NA,24251,2016,"Unknown","Not used","No",0.46,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1597",NA,2016,"Alton Landfill and Transfer Station","NH",NA,"Hurd Hill Road #28a","Alton","Belknap","03809",43.4667,-71.2333,"No","Public","Town of Alton, NH","Town of Alton, NH",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,3575,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1598",NA,2017,"Bedford Landfill","NH",NA,NA,"Bedford","Hillsborough",NA,42.9424,-71.5204,"No","Public","Town of Bedford, NH","Town of Bedford, NH",1983,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,15730,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,"9/05-Passive vents."
"1599",NA,2018,"Bennington Landfill","NH",NA,NA,"Bennington","Hillsborough","03442",43.0109,-71.9114,"No","Public","Town of Bennington, NH","Town of Bennington, NH",NA,1992,"Closed",NA,NA,NA,NA,NA,NA,NA,3575,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1600",NA,2019,"Chester Landfill","NH",NA,NA,"Chester","Rockingham",NA,42.9656,-71.2454,"No","Public","Town of Chester","Town of Chester",1958,1997,"Closed",NA,NA,NA,NA,NA,30000,NA,1000,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1601",NA,1838,"City of Keene Landfill","NH",NA,"55 Old Summit Road","Keene","Cheshire","03431",42.9792,-72.3526,"Yes","Public","City of Keene, NH","City of Keene, NH",1973,1998,"Closed",20,12,150,NA,NA,640000,1998,50000,1998,"Unknown","Not used","No",NA,"Yes",0.5,NA,NA,"No",NA,NA,NA,"1/10-17 wells."
"1602",NA,10880,"Colebrook Landfill","NH",NA,"88 Skyline Drive","Colebrook","Coos","03576",44.87926,-71.48174,"No","Public","Town of Colebrook, NH",NA,1978,2008,"Closed",12,12,NA,NA,802450,802450,NA,239000,2008,"Unknown","Not used","No",NA,"Yes",0.5,NA,NA,"Yes",NA,NA,NA,NA
"1603",NA,21065,"Concord Suncook Road Landfill Pre-1981","NH",NA,"Old Suncook Road","Concord","Merrimack","03301",43.191746,-71.504514,"No","Public","City of Concord, NH; Sanel Realty Trust LLC",NA,1966,1975,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1604",NA,21045,"Conway Municipal Unlined Landfill","NH",NA,"755 East Conway Road","Conway","Carroll","03813",44.009,-71.0577,"No","Public","Town of Conway, NH",NA,NA,1984,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1605",NA,21059,"Deerfield Municipal Landfill","NH",NA,"51 Brown Street","Deerfield","Rockingham","03037",43.0915,-71.221,"No","Public","Town of Deerfield, NH",NA,NA,1995,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1606",NA,21052,"Derry Municipal Landfill","NH",NA,"Kendall Pond Road","Derry","Rockingham","03038",42.863089,-71.329121,"No","Public","Town of Derry, NH",NA,NA,1985,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1607",NA,1853,"Dunbarton LF","NH",NA,"Dunbarton Road","Manchester","Hillsborough","03108",43.018,-71.488,"No","Public","City of Manchester, NH","City of Manchester, NH",1900,1991,"Closed",93,NA,NA,NA,NA,1200000,NA,NA,NA,"Unknown","Not used","No",0.2,"Yes",NA,NA,NA,"No",NA,NA,NA,NA
"1608",NA,21063,"Durham Primary Landfill","NH",NA,"100 Durham Point Road","Durham","Strafford","03824",43.123,-70.9015,"No","Public","Town of Durham, NH",NA,1950,1990,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1609",NA,21053,"Effingham Municipal Sanitary Landfill","NH",NA,"Snow Road","Effingham","Carroll","03882",43.740953,-71.004205,"No","Public","Town of Effingham, NH",NA,1953,1994,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1610",NA,21055,"Errol Municipal Landfill","NH",NA,"593 Colebrook Road
Rural Route 26","Errol","Coos","03579",44.788562,-71.157323,"No","Public","Town of Errol, NH",NA,1940,1993,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1611",NA,2020,"Farmington Landfill","NH",NA,NA,"Farmington","Strafford",NA,43.3894,-71.0642,"Yes","Public","Town of Farmington, NH","Town of Farmington, NH",1983,NA,"Open",NA,NA,NA,NA,NA,NA,NA,3575,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1612",NA,21066,"Former Dover Municipal Landfill","NH",NA,"River Street","Dover","Strafford","03820",43.194704,-70.86479,"No","Public","City of Dover, NH",NA,1915,1960,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1613",1004751,1852,"Four Hills Landfill","NH","Nashua LF","840 West Hollis Street Route 111","Nashua","Hillsborough","03062",42.728,-71.518,"No","Public","City of Nashua, NH","City of Nashua, NH",1971,2030,"Open",NA,77.1,NA,NA,5051686,4183852,2021,86485,2021,"No","Not used","No",1.453,"Yes",1.169,2021,38.6,"Yes",1,NA,NA,"2012-117 wells, system capacity=2226 acfm.; 4/16-GCCS likely installed in 1995, has candle flare with capacity ~2,000 cfm."
"1614",NA,2021,"Gilmanton Landfill & Recycling Facility","NH",NA,NA,"Gilmanton","Belknap",NA,43.4153,-71.4173,"No","Public","Town of Gilmanton, NH","Town of Gilmanton, NH",1983,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,0,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1615",NA,2022,"Groton Landfill","NH",NA,NA,"Groton","Grafton",NA,43.7063,-71.8341,"No","Public","Town of Groton, NH","Town of Groton, NH",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,3575,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1616",NA,21049,"Hampton Municipal Landfill","NH",NA,"Hardardt's Way
Off Landing Road","Hampton","Rockingham","03842",42.927,-70.823,"No","Public","Town of Hampton, NH",NA,1963,1995,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1617",NA,2023,"Harrisville Recycling and Transfer Station","NH",NA,NA,"Harrisville","Cheshire",NA,42.9417,-72.0988,"No","Public","Town of Harrisville, NH","Town of Harrisville, NH",1983,1998,"Closed",NA,NA,NA,NA,NA,NA,NA,3575,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1618",NA,2035,"Hinsdale Landfill & Recycling Facility","NH",NA,NA,"Hinsdale","Cheshire","03451",NA,NA,"No","Unknown",NA,"Hinsdale Landfill & Recycling Facility",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1619",NA,21056,"Hooksett Landfill","NH",NA,"210 West River Road","Hooksett","Merrimack","03106",43.0624,-71.4688,"No","Public","Town of Hooksett, NH",NA,NA,1998,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1620",NA,21051,"Hudson Municipal Landfill","NH",NA,"26 West Road","Hudson","Hillsborough","03051",42.8225,-71.4244,"No","Public","Town of Hudson, NH",NA,NA,1991,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1621",NA,2024,"Kingston Landfill","NH",NA,"265 Route 125","Kingston","Rockingham","03848",42.91258,-71.05467,"No","Public","Town of Kingston, NH","Town of Kingston, NH",1953,2003,"Closed",NA,NA,NA,NA,NA,NA,NA,18018,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,"9/05-Passive vents."
"1622",NA,21050,"Laconia Disposal Gardens","NH",NA,"Route 11B (Endicott Street E)","Laconia","Belknap","03246",43.596,-71.4358,"No","Public","Town of Laconia, NH",NA,1966,1988,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1623",1006421,2025,"Lebanon Regional Solid Waste Facility","NH","Lebanon Landfill (New)","370 Plainfield Road
Route 12-A","West Lebanon","Grafton","03784",43.6139,-72.3267,"No","Public","City of Lebanon, NH","City of Lebanon, NH",1950,2027,"Open",NA,37.8,NA,75,2569338,2094478,2021,50191,2021,"No","Not used","No",0.727,"Yes",0.384,2021,40.4,"Yes",NA,0.384,2021,"11/11-Flares will be installed in 5/12.; 9/13-GCCS (60-ft deep wells) & 3 temporary flares installed, permanent flare by end of 2013."
"1624",NA,21058,"Loudon Municipal Landfill","NH",NA,"Route 106 and Dump Road","Loudon","Merrimack","03307",43.312163,-71.474137,"No","Public","Town of Loudon, NH",NA,1957,2000,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1625",NA,2027,"Lower Mt. Washington Valley Landfill","NH",NA,"755 E. Conway Road","Conway","Carroll","03813",NA,NA,"No","Public","Town of Conway, NH",NA,1992,2018,"Closed",NA,NA,NA,NA,NA,NA,NA,98592,1999,"Yes",NA,"No",NA,"No",NA,NA,NA,"No",NA,NA,NA,"5/04-Collect LFG for monitoring only."
"1626",NA,21054,"Manchester Dunbarton Road Landfill","NH",NA,"551 Dunbarton Road","Manchester","Hillsborough","03102",43.0177,-71.4894,"No","Public","City of Manchester, NH",NA,1965,1997,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1627",NA,2028,"Merrimack Landfill","NH",NA,"2 Farmer Road","Merrimack","Hillsborough","03054",42.8669,-71.5122,"No","Public","Town of Merrimack, NH","Town of Merrimack, NH",1983,2002,"Closed",26,26,NA,NA,NA,NA,NA,18018,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,"9/05-Passive vents."
"1628",NA,21060,"Milford Municipal Landfill","NH",NA,"76 North River Road","Milford","Hillsborough","03055",42.8426,-71.6639,"No","Public","Town of Milford, NH",NA,1971,1980,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1629",NA,21044,"Milton Municipal Landfill","NH",NA,"803 White Mountain Highway","Milton","Strafford","03851",43.4327,-70.9908,"No","Public","Town of Milton, NH",NA,1976,1996,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1630",1004084,2029,"Mount Carberry Landfill","NH",NA,"80 Hutchins Street","Berlin","Coos","03570",44.475,-71.162,"No","Public","Androscoggin Valley Regional Refuse Disposal District (AVRRDD), NH","Cianbro",1989,2048,"Open",110,70.3,120,35,14791087,7726458,2021,329506,2021,"No","Not used","No",3.339,"Yes",2.704,2021,43.9,"Yes",3,1.584,2021,"1/08-GCCS installed Sept. 07, 1200 scfm flare.; 2012-47 wells, system capacity=1500 acfm.; 5/13-System upgraded from 1,200 to 1,600 scfm in May 2013, over 50 wells."
"1631",NA,2030,"New Ipswich Landfill","NH",NA,NA,"New Ipswich","Hillsborough",NA,42.7585,-71.8714,"No","Public","Town of New Ipswich, NH","Town of New Ipswich, NH",1983,2002,"Closed",6,NA,NA,NA,NA,NA,NA,18018,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1632",NA,21061,"Newbury Municipal Landfill HB593","NH",NA,"201 Old Post Road","Newbury","Merrimack","03255",43.313,-72.0171,"No","Public","Town of Newbury, NH",NA,NA,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1633",1005255,2001,"North Country Environmental Services LF","NH","NCES Landfill & TS","581 Trudeau Road","Bethlehem","Grafton","03574",44.26,-71.628,"No","Private","Casella Waste Systems, Inc.","Casella Waste Systems, Inc.",1976,2027,"Open",51,35.4,110,110,6542417,6115829,2021,227078,2021,"No","Not used","No",NA,"Yes",4.058,2021,46.2,"Yes",2,4.058,2021,"2012-102 wells, system capacity=1750 acfm.; 1/22-GCCS installed in 1998, one open flare, one closed flare."
"1634",NA,21064,"Nottingham Municipal Unlined Landfill","NH",NA,"Freeman Hall Road","Nottingham","Rockingham","03290",43.154815,-71.110256,"No","Public","Town of Nottingham, NH",NA,NA,2002,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1635",NA,21062,"Raymond Municipal Landfill","NH",NA,"Prescott Road","Raymond","Rockingham","03077",43.012334,-71.159446,"No","Public","Town of Raymond, NH",NA,1972,1984,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1636",NA,21057,"Rye Municipal Landfill","NH",NA,"INT Breakfast Hill Road & Route 1","Rye","Rockingham","03840",43.006138,-70.808638,"No","Public","Town of Rye, NH",NA,NA,1986,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1637",NA,21047,"Sandwich Municipal Landfill","NH",NA,"465 Holderness Road
Route 113","Center Sandwich","Carroll","03227",43.8078,-71.4883,"No","Public","Town of Sandwich, NH",NA,1955,1984,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1638",NA,21048,"Shelburne Municipal Landfill","NH",NA,"11 Landfill Road
Off U.S. Hwy 2","Shelburne","Coos","03581",44.3948,-71.0454,"No","Public","Town of Shelburne, NH",NA,1966,1994,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1639",NA,2031,"Tamworth Landfill","NH",NA,"Hackett Hill Road
Durrell Road","Tamworth","Carroll","03886",43.838902,-71.269204,"No","Public","Town of Tamworth, NH","Town of Tamworth, NH",1983,2000,"Closed",NA,NA,NA,NA,NA,NA,NA,3575,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1640",NA,21046,"Thornton Municipal Landfill","NH",NA,"1629 NH-175","Thornton","Grafton","03285",43.878,-71.6555,"No","Public","Town of Thornton, NH",NA,1969,1994,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1641",NA,2032,"Troy Landfill","NH",NA,NA,"Troy","Cheshire",NA,42.826,-72.185,"No","Public","Town of Troy, NH","Town of Troy, NH",1983,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,3575,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1642",NA,2033,"Tuftonboro Landfill","NH",NA,"250 Mountain Road Route 171","Center Tuftonboro","Carroll","03816",43.6869,-71.2704,"No","Public","Town of Tuftonboro, NH","Town of Tuftonboro, NH",1983,2003,"Closed",NA,NA,NA,NA,NA,NA,NA,3575,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1643",1007879,1839,"Turnkey Recycling and Environmental Enterprise (TREE)","NH","Rochester LF; Turnkey Landfill","90 Rochester Neck Road","Rochester","Strafford","03839",43.2448,-70.9695,"No","Private","WM","WM",1979,2035,"Open",NA,209.5,NA,NA,59591376,39427783,2021,1508519,2021,"Yes","Several times per year","No",11.447,"Yes",10.91,2021,49.6,"Yes",5,0.306,2021,"5/09-300 wells.; 12/10-3 utility flares (1,500; 1,500; 3,200 cfm) & 2 ultra low emissions flares (3,900 & 4,000 cfm).; 2012-280 wells, system capacity=19356 acfm."
"1644",NA,2034,"Wakefield Landfill","NH","Wakefield Solid Waste Management Facility","330 Rines Road","Wakefield","Carroll","03872",43.4379,-71.0267,"No","Public","Town of Wakefield, NH","Town of Wakefield, NH",1983,2010,"Closed",NA,NA,NA,NA,NA,NA,NA,18018,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1645",1001858,2231,"Atlantic County Utilities Authority Landfill","NJ","ACUA Landfill","6700 Delilah Road","Egg Harbor Township","Atlantic","08234-5623",39.426,-74.54,"Yes","Public","Atlantic County Utilities Authority, NJ","Atlantic County Utilities Authority, NJ",1991,2027,"Open",102,71,145,110,13478534,7613944,2021,336383,2021,"No","Not used","No",4.796,"Yes",3.749,2021,47.2,"Yes",2,3.289,2021,"9/10-GCCS covers 38 acres, 82 wells, gas collection began in 2004, flare type=open.; 2012-105 wells, system capacity=2640 acfm."
"1646",1006969,940,"Burlington County SLF","NJ","Burlington County Resource Recovery Complex","22000 Burlington-Columbus Road","Florence","Burlington","08022",40.076,-74.76,"No","Public","Burlington County Board of Chosen Freeholders",NA,1989,2025,"Open",NA,115.4,42,NA,12317567,10879415,2021,347338,2021,"Yes","At least once per year","No",4.227,"Yes",3.269,2021,45.7,"Yes",3,2.909,2021,"2012-147 wells, system capacity=5000 acfm."
"1647",1004200,941,"Cape May County MUA Secure Landfill","NJ","Cape May County SLF","Kearney Avenue & 2050 Route 610","Woodbine","Cape May","08270",39.2294,-74.7749,"No","Public","Cape May County Municipal Utilities Authority, NJ","Cape May County Municipal Utilities Authority, NJ",1984,2094,"Open",167,77,NA,NA,23648625,6321290,2021,142295,2021,"Yes","Occasionally but not every year","No",1.69,"Yes",0.768,2021,57,"Yes",2,0.472,2021,"2012-120 wells, system capacity=2000 acfm, passive vents/flares too.; 6/18-System includes siloxane and sulfur removal.; 4/19-Installing 13 new vertical wells (2018 ICR)."
"1648",1002702,942,"Cumberland County SWC","NJ","Cumberland County SLF","169 Jesse Bridge Road","Millville","Cumberland","08332",39.45,-75.0996,"No","Public","Cumberland County Improvement Authority, NJ","Cumberland County Improvement Authority, NJ",1987,2041,"Open",275,78.3,NA,NA,13802362,6781658,2021,222934,2021,"Yes","Occasionally but not every year","No",2.68,"Yes",1.291,2021,48.4,"Yes",1,0.049,2021,"5/07-Flare in operation since 1998.; 2012-89 wells, system capacity=3600 acfm."
"1649",NA,954,"Dover Township LF","NJ",NA,NA,NA,"Morris",NA,NA,NA,"No","Public","Dover Township, NJ",NA,NA,NA,"Unknown",94,NA,NA,NA,NA,1000000,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,50,"No",NA,NA,NA,NA
"1650",1006390,20803,"Edgeboro LF","NJ",NA,"Edgeboro Road","East Brunswick","Middlesex","08816",40.474167,-74.394833,"No","Private","Edgeboro International, Inc.",NA,1973,1994,"Closed",NA,NA,NA,NA,17640000,17640000,1994,154350,1994,"No","Not used","No",1.644,"Yes",1.436,2021,57.7,"Yes",3,0.238,2021,"2016-2 enclosed flares & 1 candlestick flare."
"1651",NA,946,"Edison Township SLF","NJ",NA,"Meadow Road","Edison","Middlesex","08837",40.4894,-74.3832,"Yes","Public","Edison Township","Edison Township",1970,1990,"Closed",35,NA,NA,NA,NA,2500000,NA,272945,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,50,"No",NA,NA,NA,NA
"1652",NA,938,"Galloway Township LF","NJ",NA,NA,"Galloway","Atlantic",NA,NA,NA,"No","Unknown",NA,"Galloway Township LF",1979,NA,"Closed",24,NA,NA,NA,NA,NA,NA,41693,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1653",1004235,943,"Gloucester County Solid Waste Complex","NJ","Gloucester County SLF","503 Monroeville Road","Swedesboro","Gloucester","08085",39.7125,-75.285,"No","Public","Gloucester County Improvement Authority, NJ","Gloucester County Improvement Authority, NJ",1987,2050,"Open",20,NA,NA,NA,NA,18429739,2021,1181435,2021,"No","Not used","No",NA,"Yes",0.952,2021,38,"Yes",1,0.952,2021,"10/08-Planning to expand GCCS and operate it full time"
"1654",NA,960,"Hamm's LF","NJ",NA,"Old Beaver Run Road","Lafeyette","Sussex","07848",41.0938,-74.6702,"No","Private",NA,"Hamm's",1977,1985,"Closed",60,NA,43,NA,NA,1700000,NA,NA,NA,"Unknown","Not used","No",0.47,"Yes",NA,NA,50,"No",NA,NA,NA,NA
"1655",NA,944,"HMDC 1-A LF","NJ","MSLA 1-A LF",NA,"Kearny","Hudson",NA,40.784,-74.113,"Yes","Public","New Jersey Sports and Exposition Authority (NJSEA)","New Jersey Sports and Exposition Authority (NJSEA)",1950,1984,"Closed",45,NA,70,NA,NA,5998800,NA,1350000,NA,"Unknown","Not used","No",NA,"Yes",0.6,NA,50,"No",NA,NA,NA,NA
