RawData,Date,Date_Clean,Date_Clean2,Location,Location_Clean1,Type,Type_Clean1,Lat,Lon,FindLocationStart,FindLocationLength,TypeStart,AreThereParen?,,,,,,,,,,,
"August 26, 2015     1900 block of Wentz Lane          Prohibited Acts; Penalties    D-ARREST","August 26, 2015",42242,08/26/15,1900 block of Wentz Lane 17011,#VALUE!,Prohibited Acts; Penalties D-ARR,Prohibited Acts; Penalties ,#VALUE!,,18,27,45,,,,,,,,,,,,
"June 8, 2015     3700 block of Market Street          Prohibited Acts; Penalties    D-ARREST","June 8, 2015",42163,06/08/15,3700 block of Market Street 17011,#VALUE!,Prohibited Acts; Penalties D-ARR,Prohibited Acts; Penalties ,#VALUE!,,15,30,45,,,,,,,,,,,,
"May 10, 2015     5000 block of Carlisle Pike          Prohibited Acts; Penalties    D","May 10, 2015",42134,05/10/15,5000 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,15,30,45,,,,,,,,,,,,
"August 31, 2015     400 block of Pawnee Drive          Prohibited Acts; Penalties    D","August 31, 2015",42247,08/31/15,400 block of Pawnee Drive 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,18,28,46,,,,,,,,,,,,
"June 14, 2015     400 block of Cherokee Drive          Prohibited Acts; Penalties    D-ARREST","June 14, 2015",42169,06/14/15,400 block of Cherokee Drive 17011,#VALUE!,Prohibited Acts; Penalties D-ARRE,Prohibited Acts; Penalties ,#VALUE!,,16,30,46,,,,,,,,,,,,
"January 1, 2015     3800 block of Pamay Drive          Prohibited Acts; Penalties    D-ARREST","January 1, 2015",42005,01/01/15,3800 block of Pamay Drive 17011,#VALUE!,Prohibited Acts; Penalties D-ARRE,Prohibited Acts; Penalties ,#VALUE!,,18,28,46,,,,,,,,,,,,
"February 2, 2015     5300 block of Simpson Ferry Road          Prohibited Acts; Penalties/Public Drunkenness    D-ARREST","February 2, 2015",42037,02/02/15,5300 block of Simpson Ferry Road 17011,#VALUE!,Prohibited Acts; Penalties/Public Drunkennes,Prohibited Acts; Penalties/Public Drunkennes,#VALUE!,,19,35,54,,,,,,,,,,,,
"October 13, 2016     700 block of Orrs Bridge Road         Prostitution    D-ARREST","October 13, 2016",42656,10/13/16,700 block of Orrs Bridge Road 17011,#VALUE!,Prostitution D-ARREST,Prostitution,#VALUE!,,19,32,51,,,,,,,,,,,,
"August 7, 2016     4600 block of East Trindle Road           Providing False ID to Law Enforcement    D","August 7, 2016",42589,08/07/16,4600 block of East Trindle Road 17011,#VALUE!,Providing False ID to Law Enforcement,Providing False ID to Law Enforcement,#VALUE!,,17,34,51,,,,,,,,,,,,
"December 28, 2015      6385 Carlisle Pike (Buffalo Wild Wings)          Public Drunkenness     D","December 28, 2015",42366,12/28/15,6385 Carlisle Pike (Buffalo Wild Wings) 17011,6385 Carlisle Pike  17011,Public D,Public Drunkenness,#VALUE!,,20,43,63,,,,,,,,,,,,
"July 3, 2016     400 block of Brook Circle         Public Drunkenness    D-ARREST","July 3, 2016",42554,07/03/16,400 block of Brook Circle 17011,#VALUE!,Public Drunkenness D-ARREST,Public Drunkenness,,,15,28,43,,,,,,,,,,,,
"July 5, 2015     4800 block of Brian Road          Public Drunkenness    D-ARREST","July 5, 2015",42190,07/05/15,4800 block of Brian Road 17011,#VALUE!,Public Drunkenness D-ARREST,Public Drunkenness,,,15,27,42,,,,,,,,,,,,
"September 26, 2016     200 block of South Sporting Hill Road          Public Drunkenness    D-ARREST","September 26, 2016",42639,09/26/16,200 block of South Sporting Hill Road 17011,#VALUE!,Public Drunkenness D-ARREST,Public Drunkenness,#VALUE!,,21,40,61,,,,,,,,,,,,
"September 21, 2016     5200 block of Simpson Ferry Road         Public Drunkenness    D-ARREST","September 21, 2016",42634,09/21/16,5200 block of Simpson Ferry Road 17011,#VALUE!,Public Drunkenness D-ARREST,Public Drunkenness,#VALUE!,,21,35,56,,,,,,,,,,,,
"July 12, 2016     3700 block of Market Street         Public Drunkenness    D-ARREST","July 12, 2016",42563,07/12/16,3700 block of Market Street 17011,#VALUE!,Public Drunkenness D-ARREST,Public Drunkenness,#VALUE!,,16,30,46,,,,,,,,,,,,
"September 9, 2015     700 block of East Simpson Street          Public Drunkenness    D-ARREST","September 9, 2015",42256,09/09/15,700 block of East Simpson Street 17011,#VALUE!,Public Drunkenness D-ARREST,Public Drunkenness,#VALUE!,,20,35,55,,,,,,,,,,,,
"June 15, 2015     3600 block of Market Street          Public Drunkenness","June 15, 2015",42170,06/15/15,3600 block of Market Street 17011,#VALUE!,Public Drunkenness,Public Drunkenness,#VALUE!,,16,30,46,,,,,,,,,,,,
"April 21, 2015     4900 block of Woodland Drive          Public Drunkenness    D-ARREST","April 21, 2015",42115,04/21/15,4900 block of Woodland Drive 17011,#VALUE!,Public Drunkenness D-ARREST,Public Drunkenness,#VALUE!,,17,31,48,,,,,,,,,,,,
"April 18, 2015     6385 Carlisle Pike (Buffalo Wild Wings)           Public Drunkenness    D-ARREST","April 18, 2015",42112,04/18/15,6385 Carlisle Pike (Buffalo Wild Wings) 17011,6385 Carlisle Pike  17011,Public Drunkenness D-ARREST,Public Drunkenness,#VALUE!,,17,42,59,,,,,,,,,,,,
"April 15, 2015     700 block of East Locust Street           Public Drunkenness    D-ARREST","April 15, 2015",42109,04/15/15,700 block of East Locust Street 17011,#VALUE!,Public Drunkenness D-ARREST,Public Drunkenness,#VALUE!,,17,34,51,,,,,,,,,,,,
"February 23, 2015     5470 Carlisle Pike (Carabbas)          Public Drunkenness    D-ARREST","February 23, 2015",42058,02/23/15,5470 Carlisle Pike (Carabbas) 17011,5470 Carlisle Pike  17011,Public Drunkenness D-ARREST,Public Drunkenness,#VALUE!,,20,32,52,,,,,,,,,,,,
"January 25, 2015     5000 block of Hampden Park Drive          Public Drunkenness    D-ARREST","January 25, 2015",42029,01/25/15,5000 block of Hampden Park Drive 17011,#VALUE!,Public Drunkenness D-ARREST,Public Drunkenness,#VALUE!,,19,35,54,,,,,,,,,,,,
"September 30, 2016     800 block of Orrs Bridge Road          Public Drunkenness    D","September 30, 2016",42643,09/30/16,800 block of Orrs Bridge Road 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,21,32,53,,,,,,,,,,,,
"September 10, 2016     5201 Simpson Ferry Road (Sheetz)           Public Drunkenness    D","September 10, 2016",42623,09/10/16,5201 Simpson Ferry Road (Sheetz) 17011,5201 Simpson Ferry Road  17011,Public Drunkenness D,Public Drunkenness ,#VALUE!,,21,35,56,,,,,,,,,,,,
"September 4, 2016     400 block of St Johns Church Road           Public Drunkenness    D","September 4, 2016",42617,09/04/16,400 block of St Johns Church Road 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,20,36,56,,,,,,,,,,,,
"April 1, 2016     6000 block of Carlisle Pike         Public Drunkenness    D","April 1, 2016",42461,04/01/16,6000 block of Carlisle Pike 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,16,30,46,,,,,,,,,,,,
"March 30, 2016     6100 block of Haymarket Way          Public Drunkenness    D","March 30, 2016",42459,03/30/16,6100 block of Haymarket Way 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,17,30,47,,,,,,,,,,,,
"March 22, 2016     200 block of Hillcrest Road         Public Drunkenness     D","March 22, 2016",42451,03/22/16,200 block of Hillcrest Road 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,17,30,47,,,,,,,,,,,,
"February 4, 2016     5000 block of Pellingham Circle         Public Drunkenness     D","February 4, 2016",42404,02/04/16,5000 block of Pellingham Circle 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,19,34,53,,,,,,,,,,,,
"January 30, 2016     5500 block of Carlisle Pike          Public Drunkenness    D","January 30, 2016",42399,01/30/16,5500 block of Carlisle Pike 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,19,30,49,,,,,,,,,,,,
"January 24, 2016     1800 block of Hunter Drive          Public Drunkenness     D","January 24, 2016",42393,01/24/16,1800 block of Hunter Drive 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,19,29,48,,,,,,,,,,,,
"January 6, 2016     4230 Trindle Road (McDonalds)           Public Drunkenness    D","January 6, 2016",42375,01/06/16,4230 Trindle Road (McDonalds) 17011,4230 Trindle Road  17011,Public Drunkenness D,Public Drunkenness ,#VALUE!,,18,32,50,,,,,,,,,,,,
"December 21, 2015     5201 Simpson Ferry Road (Sheetz)           Public Drunkenness    D","December 21, 2015",42359,12/21/15,5201 Simpson Ferry Road (Sheetz) 17011,5201 Simpson Ferry Road  17011,Public Drunkenness D,Public Drunkenness ,#VALUE!,,20,35,55,,,,,,,,,,,,
"August 19, 2015     5500 block of Carlisle Pike         Public Drunkenness    D","August 19, 2015",42235,08/19/15,5500 block of Carlisle Pike 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,18,30,48,,,,,,,,,,,,
"July 17, 2015     1400 block of Olde Oak Court          Public Drunkenness    D","July 17, 2015",42202,07/17/15,1400 block of Olde Oak Court 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,16,31,47,,,,,,,,,,,,
"July 10, 2015     St Johns Church Road/Carlisle Pike          Public Drunkenness    D","July 10, 2015",42195,07/10/15,St Johns Church Road/Carlisle Pike 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,16,37,53,,,,,,,,,,,,
"June 6, 2015     St Johns Church Road/Trindle Road          Public Drunkenness    D","June 6, 2015",42161,06/06/15,St Johns Church Road/Trindle Road 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,15,36,51,,,,,,,,,,,,
"February 26, 2015     4300 block of Carlisle Pike           Public Drunkenness     D","February 26, 2015",42061,02/26/15,4300 block of Carlisle Pike 17011,#VALUE!,Public Drunkenness D,Public Drunkenness ,#VALUE!,,20,30,50,,,,,,,,,,,,
"January 17, 2016     300 block of Raven Court          Receiving Stolen Property","January 17, 2016",42386,01/17/16,300 block of Raven Court 17011,#VALUE!,Receiving Stolen Property,Receiving Stolen Property,#VALUE!,,19,27,46,,,,,,,,,,,,
"November 10, 2015      5500 Carlisle Pike (Lowes)            Retail Theft","November 10, 2015",42318,11/10/15,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail,Retail Theft,#VALUE!,,20,30,50,,,,,,,,,,,,
"November 10, 2015      5500 Carlisle Pike (Lowes)            Retail Theft     D","November 10, 2015",42318,11/10/15,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail,Retail Theft,#VALUE!,,20,30,50,,,,,,,,,,,,
"December 21, 2016     5500 Carlisle Pike (Lowes)           Retail Theft    D-ARREST","December 21, 2016",42725,12/21/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,,,20,29,49,0,,,,,,,,,,,
"December 11, 2016     5500 Carlisle Pike (Lowes)          Retail Theft    D-ARREST","December 11, 2016",42715,12/11/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,20,29,49,0,,,,,,,,,,,
"December 7, 2016     5500 Carlisle Pike (Lowes)          Retail Theft    D-ARREST","December 7, 2016",42711,12/07/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,19,29,48,,,,,,,,,,,,
"November 22, 2016     6416 Carlisle Pike (Wegmans)           Retail Theft    D-ARREST","November 22, 2016",42696,11/22/16,6416 Carlisle Pike (Wegmans) 17011,6416 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,20,31,51,,,,,,,,,,,,
"October 25, 2016     5500 Carlisle Pike (Lowes)         Retail Theft    D-ARREST","October 25, 2016",42668,10/25/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,19,29,48,,,,,,,,,,,,
"October 12, 2016     5500 Carlisle Pike (Lowes)          Retail Theft    D-ARREST","October 12, 2016",42655,10/12/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,19,29,48,,,,,,,,,,,,
"October 11, 2016     5500 Carlisle Pike (Lowes)         Retail Theft    D-ARREST","October 11, 2016",42654,10/11/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,19,29,48,,,,,,,,,,,,
"October 10, 2016     5500 Carlisle Pike (Lowes)          Retail Theft","October 10, 2016",42653,10/10/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft,Retail Theft,#VALUE!,,19,29,48,,,,,,,,,,,,
"October 3, 2016     5900 Carlisle Pike (Dicks Sporting Goods)          Retail Theft     D-ARREST","October 3, 2016",42646,10/03/16,5900 Carlisle Pike (Dicks Sporting Goods) 17011,5900 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,18,44,62,,,,,,,,,,,,
"October 3, 2016     5600 Carlisle Pike (Kmart)          Retail Theft    D-ARREST","October 3, 2016",42646,10/03/16,5600 Carlisle Pike (Kmart) 17011,5600 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,18,29,47,,,,,,,,,,,,
"September 29, 2016     5500 Carlisle Pike (Lowes)          Retail Theft    D-ARREST","September 29, 2016",42642,09/29/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,21,29,50,,,,,,,,,,,,
"September 22, 2016     6391 Carlisle Pike (Toys R Us)          Retail Theft","September 22, 2016",42635,09/22/16,6391 Carlisle Pike (Toys R Us) 17011,6391 Carlisle Pike  17011,Retail Theft,Retail Theft,#VALUE!,,21,33,54,,,,,,,,,,,,
"September 13, 2016     5500 Carlisle Pike (Lowes)         Retail Theft    D-ARREST","September 13, 2016",42626,09/13/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,21,29,50,,,,,,,,,,,,
"September 12, 2016     5500 Carlisle Pike (Lowes)          Retail Theft","September 12, 2016",42625,09/12/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft,Retail Theft,#VALUE!,,21,29,50,,,,,,,,,,,,
"September 1, 2016     5500 Carlisle Pike (Lowes)         Retail Theft","September 1, 2016",42614,09/01/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft,Retail Theft,#VALUE!,,20,29,49,,,,,,,,,,,,
"August 29, 2016     5301 Simpson Ferry Road (Giant)          Retail Theft","August 29, 2016",42611,08/29/16,5301 Simpson Ferry Road (Giant) 17011,5301 Simpson Ferry Road  17011,Retail Theft,Retail Theft,#VALUE!,,18,34,52,,,,,,,,,,,,
"August 10, 2016     5500 Carlisle Pike (Lowes)          Retail Theft    D-ARREST","August 10, 2016",42592,08/10/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,18,29,47,,,,,,,,,,,,
"August 5, 2016     5500 Carlisle Pike (Lowes)         Retail Theft    D-ARREST","August 5, 2016",42587,08/05/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,17,29,46,,,,,,,,,,,,
"July 20, 2016     4833 Carlisle Pike (Community Aid)         Retail Theft    D-ARREST","July 20, 2016",42571,07/20/16,4833 Carlisle Pike (Community Aid) 17011,4833 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,16,37,53,,,,,,,,,,,,
"July 18, 2016     5500 Carlisle Pike (Lowes)         Retail Theft    D-ARREST","July 18, 2016",42569,07/18/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,16,29,45,,,,,,,,,,,,
"July 17, 2016     5500 Carlisle Pike (Lowes)         Retail Theft    D-ARREST","July 17, 2016",42568,07/17/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,16,29,45,,,,,,,,,,,,
"July 15, 2016     5500 Carlisle Pike (Lowes)          Retail Theft    D-ARREST","July 15, 2016",42566,07/15/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,16,29,45,,,,,,,,,,,,
"July 14, 2016     6391 Carlisle Pike (Toys R Us)         Retail Theft","July 14, 2016",42565,07/14/16,6391 Carlisle Pike (Toys R Us) 17011,6391 Carlisle Pike  17011,Retail Theft,Retail Theft,#VALUE!,,16,33,49,,,,,,,,,,,,
"July 13, 2016     5301 Simpson Ferry Road (Giant)         Retail Theft    D-ARREST","July 13, 2016",42564,07/13/16,5301 Simpson Ferry Road (Giant) 17011,5301 Simpson Ferry Road  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,16,34,50,,,,,,,,,,,,
"July 8, 2016     5500 Carlisle Pike (Lowes)         Retail Theft    D-ARREST","July 8, 2016",42559,07/08/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,15,29,44,,,,,,,,,,,,
"July 7, 2016     6391 Carlisle Pike (Toys R Us)         Retail Theft","July 7, 2016",42558,07/07/16,6391 Carlisle Pike (Toys R Us) 17011,6391 Carlisle Pike  17011,Retail Theft,Retail Theft,#VALUE!,,15,33,48,,,,,,,,,,,,
"June 15, 2016     4880 Carlisle Pike (Goodwill)         Retail Theft    D-ARREST","June 15, 2016",42536,06/15/16,4880 Carlisle Pike (Goodwill) 17011,4880 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,16,32,48,,,,,,,,,,,,
"May 29, 2016     6391 Carlisle Pike (Toys R Us)          Retail Theft","May 29, 2016",42519,05/29/16,6391 Carlisle Pike (Toys R Us) 17011,6391 Carlisle Pike  17011,Retail Theft,Retail Theft,#VALUE!,,15,33,48,,,,,,,,,,,,
"May 17, 2016     5500 Carlisle Pike (Lowes)         Retail Theft     D-ARREST","May 17, 2016",42507,05/17/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,15,29,44,,,,,,,,,,,,
"May 2, 2016     5500 Carlisle Pike (Lowes)         Retail Theft     D-ARREST","May 2, 2016",42492,05/02/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,14,29,43,,,,,,,,,,,,
"May 1, 2016     4957 Carlisle Pike (Rite Aid)         Retail Theft    D-ARREST","May 1, 2016",42491,05/01/16,4957 Carlisle Pike (Rite Aid) 17011,4957 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,14,32,46,,,,,,,,,,,,
"April 3, 2016     5500 Carlisle Pike (Lowes)         Retail Theft     D-ARREST","April 3, 2016",42463,04/03/16,5500 Carlisle Pike (Lowes) 17011,5500 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,16,29,45,,,,,,,,,,,,
"February 28, 2016     5277 Simpson Ferry Road (Rite Aid)         Retail Theft","February 28, 2016",42428,02/28/16,5277 Simpson Ferry Road (Rite Aid) 17011,5277 Simpson Ferry Road  17011,Retail Theft,Retail Theft,#VALUE!,,20,37,57,,,,,,,,,,,,
"February 25, 2016     4833 Carlisle Pike (Community Aid)         Retail Theft    D-ARREST","February 25, 2016",42425,02/25/16,4833 Carlisle Pike (Community Aid) 17011,4833 Carlisle Pike  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,20,37,57,,,,,,,,,,,,
"February 16, 2016     4801 East Trindle Road (7-11)         Retail Theft","February 16, 2016",42416,02/16/16,4801 East Trindle Road (7-11) 17011,4801 East Trindle Road  17011,Retail Theft,Retail Theft,#VALUE!,,20,32,52,,,,,,,,,,,,
"February 8, 2016     3730 Market Street (Hello Gorgeous)         Retail Theft    D-ARREST","February 8, 2016",42408,02/08/16,3730 Market Street (Hello Gorgeous) 17011,3730 Market Street  17011,Retail Theft D-ARREST,Retail Theft,#VALUE!,,19,38,57,,,,,,,,,,,,
"February 3, 2016     5600 Carlisle Pike (Kmart)          Retail Theft","February 3, 2016",42403,02/03/16,5600 Carlisle Pike (Kmart) 17011,5600 Carlisle Pike  17011,Retail Theft,Retail Theft,#VALUE!,,19,29,48,,,,,,,,,,,,
